Processor,Display,Video graphics,Hard drive,Storage,RAM,Display Resolution,Screen size,Screen Height,Screen Width,Display Refresh Rate,CPU,GPU,Weight,Price
Intel Core i5-1135G7,"15.6-inch Full HD 16:9 IPS display, 250nits",Intel Iris Xe Graphics,256 GB PCIe SSD,256,8,1920 x 1080,15.6,1080,1920,144,1135,3060,2.0,18999.0
Intel Core i3-1115G4,"15.6-inch Full HD 16:9 IPS display, 250nits",Intel UHD Graphics,256 GB PCIe SSD,256,8,1920 x 1080,15.6,1080,1920,144,1115,3060,2.0,13499.0
Intel Core i5-11320H,15.6'' inch FHD Anti-glare LED Backlight Non-Touch Narrow Border WVA Display,NVIDIA GeForce MX450 2GB,512GB M.2 PCIe NVMe Solid State Drive,512,8,1920 x 1080,15.6,1080,1920,144,11320,450,1.0,15549.0
Intel Core i7-1185G7,13″ Inch 4K Aspect ratio: 3:2 120Hz Touchscreen,Intel Iris Xe Graphics,512GB SSD,512,16,2880 x 1920,13.0,1920,2880,120,1185,3060,891.0,76999.0
Intel Core i7-1185G7,13″ Inch 4K Aspect ratio: 3:2 120Hz Touchscreen,Intel Iris Xe Graphics,256GB SSD,256,16,2880 x 1920,13.0,1920,2880,120,1185,3060,891.0,72999.0
AMD 3020e,"15.6""inch HD TN 220nits Anti-glare",Integrated AMD Radeon Graphics,"1TB HDD 5400rpm 2.5""",5400,4,1366 x 768,15.6,768,1366,144,3020,3060,1.0,7600.0
Intel Core I3-1005G1,14'' inche IPS FHD 300 nits 100% sRGB Aspect Ratio 16:9 Viewing Angle: 178 degrees,Intel UHD Graphics,256GB PCIe SSD,256,8,1920 x 1080,14.0,1080,1920,144,1005,3060,1.0,8499.0
Intel Core I5-1135G7,"15.6"" diagonal, FHD micro-edge, anti-glare, 250 nits, 45% NTSC",Intel® Iris® Xe Graphics,256 GB PCIe® NVMe™ M.2 SSD,256,8,1920 x 1080,15.6,1080,1920,144,1135,3060,1.0,11749.0
Intel Core I5-1135G7,"15.6""inch diagonal HD touch, micro-edge, BrightView, 250 nits, 45% NTSC",NVIDIA® GeForce® MX350 2GB,512 GB PCIe® NVMe™ M.2 SSD,512,8,1366 x 768,15.6,768,1366,144,1135,350,1.0,20999.0
Intel Core I5-1135G7,"15.6""inch diagonal HD micro-edge, anti-glare, 250 nits, 45% NTSC",NVIDIA GeForce MX350 2GB,512 GB PCIe® NVMe™ M.2 SSD,512,4,1366 x 768,15.6,768,1366,144,1135,350,1.0,15499.0
Intel Core I7-1165G7,"14.0-inch, FHD 16:9 aspect ratio, IPS-level Panel, LED Backlit, 400nits, 100% sRGB color gamut, PANTONE Validated, Anti-glare display, Touch screen, With stylus support, Screen-to-body ratio: 93 ％",NVIDIA GeForce MX450 2GB,1TB M.2 NVMe™ PCIe® 3.0 SSD,512,16,1920 x 1080,14.0,1080,1920,144,1165,450,1.0,39349.0
Amd Ryzen 5-5500U,"14.0-inch, FHD 16:9 aspect ratio, IPS-level Panel, LED Backlit, 250nits, 45% NTSC color gamut, Glossy display, Touch screen, With stylus support, Screen-to-body ratio: 82 ％",AMD Radeon™ Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSD,512,8,1920 x 1080,14.0,1080,1920,144,5500,3060,1.0,21999.0
Amd Ryzen 7-4700U,"15.6"" Inch FHD 16:9 aspect ratio, IPS-level Panel, LED Backlit, 300nits, 100% sRGB color gamut, PANTONE Validated, Glossy display, Touch screen, With stylus support, Screen-to-body ratio: 90 ％",Nvidia GeForce MX350 2GB GDDR5,1TB M.2 NVMe™ PCIe® 3.0 SSD,512,16,1920 x 1080,15.6,1080,1920,144,4700,350,1.0,55000.0
Intel Core I7-1165G7,"15.6"" Inch IPS Screen-to-body Ratio 87%  Aspect Ratio 16 : 9  Maximum Brightness 250 nits (Typical)  Contrast Ratio 800 : 1  Viewing Angle 178 degrees",Intel Iris Xe,512GB NVMe PCle SSD,512,16,1920 x 1080,15.6,1080,1920,144,1165,3060,1.0,23149.0
Intel Core I3-10110U,"14"" Inch FHD TN 220nits Anti-glare",Integrated Intel UHD Graphics,"1TB HDD 5400rpm 2.5""",5400,4,1920 x 1080,14.0,1080,1920,144,10110,3060,1.0,14499.0
Intel Core I7-1195G7,"14.0"" FHD (1920x1080), IPS-Level",Intel® UHD Graphics,512 GB SSD,512,8,1920 x 1080,14.0,1080,1920,144,1195,3060,1.0,23799.0
Amd Ryzen 7-5700U,"14.0"" FHD (1920x1080), IPS-Level",AMD Radeon™ Graphics,512 GB SSD,512,8,1920 x 1080,14.0,1080,1920,144,5700,3060,1.0,21000.0
Intel Core I5-1135G7,"15.6"" FHD TN 220nits Anti-glare",Intel Iris Xe Graphics,"1TB HDD 5400rpm 2.5""",5400,8,1920 x 1080,15.6,1080,1920,144,1135,3060,2.0,12099.0
Intel Core i3-1125G4,"14"" diagonal, FHD  multitouch-enabled, IPS, edge-to-edge glass, micro-edge, 250 nits, 45% NTSC",Intel® UHD Graphics,256 GB PCIe® NVMe™ M.2 SSD,256,4,1920 x 1080,14.0,1080,1920,144,1125,3060,1.0,17499.0
Amd Ryzen 5-3450U,15.6-inch FHD Anti-glare LED Backlight Non-Touch Narrow Border WVA Display,AMD Radeon Vega 8 Graphics,512GB M.2 PCIe NVMe Solid State Drive,512,16,1920 x 1080,15.6,1080,1920,144,3450,8,1.0,12649.0
Intel Core i5-1135G7,"15.6"" FHD TN 250nits Anti-glare",NVIDIA GeForce MX350,"1TB HDD 5400rpm 2.5""",5400,8,1920 x 1080,15.6,1080,1920,144,1135,350,1.0,17999.0
Intel Core I5-1135G7,"15.6""FHD IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",Nvidia GeForce MX350 2GB,512 GB PCIe® NVMe™ M.2 SSD,512,8,1920 x 1080,15.6,1080,1920,144,1135,350,1.0,20999.0
Intel Core I5-1135G7,"13.3"" FHD IPS, micro-edge, BrightView, 250 nits, 45% NTSC",Intel Iris Xe graphics,512 GB PCIe® NVMe™ M.2 SSD,512,8,1920 x 1080,13.3,1080,1920,144,1135,3060,1.0,17999.0
Intel Core I5-1135G7,15.6'' Inch FHD,Nvidia GeForce MX350 2GB,1TB PCIe® NVMe™ M.2 SSD,512,8,1920 x 1080,15.6,1080,1920,144,1135,350,1.0,17499.0
Intel Core I7-1165G7,"35.6 cm (14"") diagonal, FHD, multitouch-enabled, IPS, edge-to-edge glass, micro-edge, 250 nits, 45% NTSC",Intel Iris Xe Graphics,512 GB PCIe NVMe M.2 SSD,512,8,1920 x 1080,35.6,1080,1920,144,1165,3060,1.0,20499.0
Intel Core i5-1135G7,"13.3"" diagonal, FHD, multitouch-enabled, IPS, edge-to-edge glass, micro-edge, BrightView, Corning® Gorilla® Glass NBT™, 1000 nits, 72% NTSC",Intel Iris Xe Graphics,256 GB PCIe® NVMe™ M.2 SSD,256,8,1920x1080,13.3,1080,1920,144,1135,3060,1.0,19999.0
Intel Core I7-1165G7,"14.0"" FHD IPS-Level",Intel Iris Xe graphics,512GB SSD,512,8,1920 x 1080,14.0,1080,1920,144,1165,3060,1.0,17499.0
Intel Core i7-1165G7,"15.6"" FHD (1920x1080) IPS 300nits Glossy, 100% sRGB, AGC Soda-lime Glass, Touch",Intel Iris Xe Graphics,512GB SSD M.2 2242 PCIe® 3.0x4 NVMe®,512,12,1920 X 1080,15.6,1080,1920,144,1165,3060,1.0,39499.0
Intel® Core™ i5-1135G7,"15.6-inch, FHD 16:9 aspect ratio, LED Backlit, 0.2ms response time, 400nits, 600nits peak brightness, 100% DCI-P3 color gamut, PANTONE Validated, Glossy display, Screen-to-body ratio: 85 ％","NVIDIA® GeForce® MX330, 2GB GDDR5",512GB M.2 NVMe™ PCIe® 3.0 SSD,512,8,1920 x 1080,15.6,1080,1920,144,1135,330,1.0,17000.0
Intel Core I7-1165G7,"13.3"" Inch 4K UHD, 16:9 aspect ratio, 400nits, 100% DCI-P3 color gamut, PANTONE Validated, Glossy display, Touch screen, With stylus support, Screen-to-body ratio: 80%",Intel Iris Xe,"1TB SSD, M.2 NVMe™ PCIe® 3.0 Performance",512,16,3840 x 2160,13.3,2160,3840,144,1165,3060,1.0,38150.0
Intel Core i5-1135G7,15.6'' Inch HD Anti -glare LED-Backlit Non-touch Narrow Border Display,Nvidia GeForce MX330 2GB,"1TB 5400 rpm 2.5"" SATA Hard Drive",5400,8,1366 x 768,15.6,768,1366,144,1135,330,1.0,18000.0
Intel® Core™ I7-1165G7,"15.6"" Inch FHD, Anti-glare LED Backlight Non-Touch Narrow Border WVA Display",Nvidia GeForce MX350 2GB GDDR5,"512GB SSD, M.2 PCIe NVMe",512,8,1920 x 1080,15.6,1080,1920,144,1165,350,1.0,26499.0
Intel Core I7-1165G7,"15.6"" Inch FHD, Anti-glare LED Backlight Non-Touch Narrow Border WVA Display",NVIDIA GeForce MX350 with 2GB GDDR5 graphics memory,"1TB 5400 rpm 2.5"" SATA Hard Drive + 256GB M.2 PCIe NVMe SSD",5400,16,1920 x 1080,15.6,1080,1920,144,1165,350,1.0,27499.0
Intel® Core™ i7-1165G7,"14"" Inch diagonal FHD",Intel® Iris® Xe,512 GB SSD,512,16,1920 x 1080,14.0,1080,1920,144,1165,3060,1.0,31500.0
Intel Core I7-11370H,15.6''Inch FHD,Nvidia GeForce MX450,512GB M.2 PCIe NVMe,512,8,1920 x 1080,15.6,1080,1920,144,11370,450,1.0,18549.0
Intel Core I7-1165G7,"13.3"" inch, FHD, OLED",Intel® Iris Xe Graphics,1TB M.2 NVMe™ PCIe®,512,16,1920 x 1080,13.3,1080,1920,144,1165,3060,1.0,42700.0
Intel Core I7-1165G7,"15.6-inch, FHD (1920 x 1080) 16:9 aspect ratio, 250nits, 45% NTSC color gamut, LED Backlit for non-OLED, Anti-glare display, IPS-level Panel, Screen-to-body ratio: 83 ％",Nvidia GeForce MX330 2GB,512GB M.2 NVMe™ PCIe® 3.0 SSD,512,8,1920 x 1080,15.6,1080,1920,144,1165,330,1.0,18250.0
Intel Core i5-1135G7,"15.6"" FHD (1920x1080) TN 250nits Anti-glare, 45% NTSC",Integrated Intel Iris® Xe Graphics,"1 TB 5400 rpm SATA HDD, 512 ssd",5400,8,1920 X 1080,15.6,1080,1920,144,1135,3060,1.0,28000.0
Intel core I5-1135G7,15.6-inch HD Anti -glare LED-Backlit Non-touch Narrow Border Display,NVIDIA GeForce MX350 2GB,"1TB 5400 rpm 2.5"" SATA Hard Drive",5400,4,1366 x 768,15.6,768,1366,144,1135,350,1.0,25000.0
Intel Core i5-1135G7,"15.6"" Inch FHD",NVIDIA® GeForce® MX350 2GB,512GB SSD,512,16,1920 X 1080,15.6,1080,1920,60,1135,350,1.0,25000.0
Intel Core I5-1135G7,"39.6 cm (15.6"") diagonal, FHD (1920 x 1080), micro-edge, anti-glare, 250 nits, 45% NTSC",NVIDIA GeForce MX350 2GB GDDR5,256 GB PCIe® NVMe™ M.2 SSD,256,8,1920 x 1080,39.6,1080,1920,60,1135,350,1.0,25000.0
Intel Core i3-1005G1,"15.6"" diagonal, HD, narrow bezel, anti-glare, 250 nits, 45% NTSC",Intel UHD Graphics,1 TB HDD,512,4,1366 x 768,15.6,768,1366,60,1005,3060,2.0,16000.0
Intel Core i7-1165G7,15.6'' inch FHD Anti-glare LED Backlight Non-Touch Narrow Border WVA Display,NVIDIA GeForce MX330 2GB,512GB M.2 PCIe NVMe Solid State Drive,512,8,1920 x 1080,15.6,1080,1920,144,1165,330,1.0,38000.0
Intel Core i5-1135G7,"39.6 cm (15.6"") diagonal, HD, micro-edge, anti-glare, 250 nits, 45% NTSC",NVIDIA® GeForce® MX350 2GB,256 GB PCIe® NVMe™ M.2 SSD,256,4,1366 x 768,39.6,768,1366,60,1135,350,1.0,38000.0
Intel Core i3-1115G4,"14""FHD, 220 nits, NTSC (45% typical) , Wide Viewing Angle",Intel UHD Graphics,256GB M.2 PCIe NVMe Solid Stat e Drive,256,8,1920 x 1080,14.0,1080,1920,60,1115,3060,1.0,38000.0
Intel Core I3-10110U,"15.6” FHD  anti-glare,, 220 nits",Integrated Intel UHD Graphics,1 TB 5400 rpm SATA HDD,5400,4,1920 x 1080,15.6,1080,1920,60,10110,3060,1.0,19000.0
Intel Core I3-10110U,"14.0"" FHD, IPS-Level",Intel UHD Graphics,256GB M.2 SSD Combo slot (NVMe PCIe Gen3 / SATA) SSD,256,4,1920 x 1080,14.0,1080,1920,60,10110,3060,1.0,19000.0
Snapdragon X Elite,13-inch OLED or LCD HDR,2.29 kg,1TB SSD,512,16,1920 x 1080,13.0,1080,1920,144,8290,2,895.0,135000.0
Intel Core Ultra 5 125U,"16"" Inch WUXGA",Intel Graphics,512 GB SSD PCIe,512,16,1920x1200,16.0,1200,1920,144,8290,3060,2.0,35777.0
Intel® Core i5-1235U,"15.6"" FHD (1920x1080) TN 250nits Anti-glare",Intel® Iris® Xe Graphics,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,512,8,1920x1080,15.6,1080,1920,144,1235,3060,1.0,19999.0
Intel® Core i7-1355U,"14"" WUXGA (1920x1200) IPS 300nits Anti-glare, 45% NTSC",Intel® Iris® Xe Graphics,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Opal 2.0,512,8,1920x1200,14.0,1200,1920,144,1355,3060,1.0,37999.0
Intel Core i7-1255U,"15.6-inch, FHD 16:9, Wide view, Anti-glare display, LED Backlit, 250nits, NTSC: 45%, Screen-to-body ratio:83 %",Intel Iris Xᵉ Graphics,512GB M.2 2280 NVMe™ PCIe® 4.0 SSD,512,8,1920 x 1080,15.6,1080,1920,144,1255,3060,1.0,23999.0
Intel® Core™ Ultra 7 265U,"16"", Non-Touch, FHD+, 300 nit, 45% NTSC, Anti-Glare, FHD+IR Cam",Integrated Intel® graphics,512 GB SSD,512,16,1920 x 1080,16.0,1080,1920,144,8290,3060,2.0,57777.0
Intel® Core™ Ultra 7 265U,"16"", Non-Touch, FHD+, 300 nit, 45% NTSC, Anti-Glare, FHD+IR Cam",Integrated Intel® graphics,512 GB SSD,512,8,1920 x 1080,16.0,1080,1920,144,8290,3060,2.0,56999.0
Intel Core Ultra 7 265U,"14"", Non-Touch, FHD+, IPS, Anti-Glare, 300 nits, 45% NTSC, FHD IR Cam",Integrated Intel® graphics,"512 GB, SSD",512,16,1920 x 1080,14.0,1080,1920,144,8290,3060,2.0,57777.0
Intel® Core™ 5 120U,"14"", Non-Touch, FHD+, 300 nit, 45% NTSC, Anti-Glare, FHD Cam",Integrated Intel® graphics,512 GB SSD,512,8,1920 x 1080,14.0,1080,1920,144,8290,3060,2.0,43499.0
Intel Core 5 120U,"14"", Non-Touch, FHD+, 300 nit, 45% NTSC, Anti-Glare, FHD+IR Cam",Integrated Intel Graphics,512 GB SSD,512,8,1920 x 1080,14.0,1080,1920,144,8290,3060,2.0,37999.0
Intel Core Ultra 7 155U,"40.6 cm (16"") diagonal, WUXGA (1920 x 1200), IPS, anti-glare, 300 nits, 45% NTSC",Intel Graphics,512 GB PCIe® NVMe™ SSD,512,16,1920 x 1200,40.6,1200,1920,144,8290,3060,1.0,35999.0
Intel Core i5-1334U,"15.6"" diagonal, FHD, IPS, narrow bezel, anti-glare, 250 nits, 45% NTSC",Intel Iris Xe Graphics,512 GB PCIe® NVMe™ SSD,512,16,1920 x 1080,15.6,1080,1920,144,1334,3060,1.0,28777.0
Intel Core i5-1335U,"39.6 cm (15.6"") diagonal, FHD, touch, IPS, narrow bezel, 250 nits, 45% NTSC",Intel Iris Xe Graphics,512 GB PCIe® NVMe™ SSD,512,8,1920 x 1080,39.6,1080,1920,144,1335,3060,1.0,28999.0
Intel Core Ultra 7 255H,"14"" WUXGA IPS 300nits Anti-glare, 45% NTSC, 60Hz",Integrated IntelArc,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Opal 2.0,512,16,1920x1200,14.0,1200,1920,60,8290,3060,1.0,46999.0
Intel Core Ultra 7 155H,"16"" diagonal, WUXGA (1920 x 1200), IPS, anti-glare, 300 nits, 45% NTSC",Nvidia GeForce RTX 2050 4GB,512 GB PCIe® NVMe™ SSD,512,8,1920 x 1200,16.0,1200,1920,144,8290,2050,1.0,44444.0
Intel Core Ultra 7 255H,"16"" WUXGA IPS 300nits Anti-glare, 45% NTSC, 60Hz",Integrated Intel® Arc™ 140T GPU Functions as Intel Graphics,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Opal 2.0,512,1,1920 x 1200,16.0,1200,1920,60,8290,140,1.0,46666.0
Intel Core Ultra 9 288V,"13.3"" FHD+, 16:10, IPS-Level Touchscreen 100% sRGB",Intel Arc Graphics,1TB NVMe PCIe SSD Gen4x4,512,32,1920 x 1200,13.3,1200,1920,144,8290,3060,1.0,94999.0
Intel Core i5-1335U,"15.6"" FHD Non-Touc h, AG, IPS, 250 nits, FHD IR C am, WLAN",Intel Integrated Iris Xe,"512GB, M.2 2230, QLC PCIe Gen 4 NVMe",512,8,1920 x 1080,15.6,1080,1920,60,1335,3060,2.0,33333.0
Intel® Core™ i5-1334U,"39.6 cm (15.6"") diagonal, FHD (1920 x 1080), micro-edge, anti-glare, 250 nits, 45% NTSC",Intel® Iris® Xᵉ Graphics,512 GB PCIe® NVMe™ M.2 SSD,512,8,1920 x 1080,39.6,1080,1920,144,1334,3060,1.0,22999.0
Intel Core i7-1355U,"14"" WUXGA IPS 300nits Anti-glare, 45% NTSC",Intel® UHD Graphics,512 GB SSD PCIe,512,8,1920x1200,14.0,1200,1920,144,1355,3060,1.0,37777.0
Intel Core i5-1135G7,14'' Inch HD,Intel Iris Xe Graphics,256GB PCIe® NVMe™ SSD,256,4,1366 X 768,14.0,768,1366,144,1135,3060,2.0,24499.0
Intel® Core™ Ultra 7 155H,"16"" WUXGA IPS 300nits Anti-glare, 45% NTSC",Integrated Intel® Arc,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Opal 2.0,512,16,1920x1200,16.0,1200,1920,144,8290,3060,1.0,47999.0
Intel® Core™ Ultra 7 155H,"14"" WUXGA (1920x1200) IPS 300nits Anti-glare, 45% NTSC",Integrated Intel® Arc,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Opal 2.0,512,16,1920x1200,14.0,1200,1920,144,8290,3060,1.0,45499.0
Intel® Core™ i5-1335U,"14"" WUXGA IPS 300nits Anti-glare, 45% NTSC",NVIDIA® GeForce MX550,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Opal 2.0,512,8,1920x1200,14.0,1200,1920,144,1335,550,1.0,37777.0
Intel Core i5-1135G7,14.0 inch FHD,Intel Iris Xe Graphics,512GB SSD M.2 2242 PCIe®,512,8,1920 x 1080,14.0,1080,1920,144,1135,3060,2.0,39999.0
Intel Core I7-1355U,"14"" WUXGA (1920x1200) IPS 300nits Anti-glare, 45% NTSC",Nvidia GeForce MX550,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Opal 2.0,512,8,1920 x 1200,14.0,1200,1920,144,1355,550,1.0,39999.0
Intel Core I5-1335U,"15.6"", FHD 1920x1080, 60Hz, WV A/IPS, Non-Touch, Anti-Glare, 250 nit, NTSC 45%,",Intel Iris Xe Graphics,"512 GB, M.2 2230, PCIe NVMe, SSD, Class 35",512,8,1920 X 1080,15.6,1080,1920,60,1335,3060,1.0,31999.0
Intel Core Ultra 5 235U,"16"", Non-Touch, FHD+, 300 nit, 45% NTSC, Anti-Glare, FHD+IR Cam",Integrated Intel® graphics,512 GB SSD,512,8,1920 x 1080,16.0,1080,1920,144,8290,3060,2.0,43499.0
Intel Core 5 120U,"16"", Non-Touch, FHD+, IPS, Anti-Glare, 300 nits, 45% NTSC, FHD IR Cam",Integrated Intel Graphics,"512 GB, SSD",512,8,1920 x 1080,16.0,1080,1920,144,8290,3060,2.0,37999.0
Intel Core Ultra 5 125H,"16"" WUXGA IPS 300nits Anti-glare, 45% NTSC",Integrated Intel Arc,512 GB SSD PCIe,512,1,1920x1200,16.0,1200,1920,144,8290,3060,1.0,32999.0
Intel Core Ultra 5 125H,"14"" WUXGA (1920x1200) IPS 300nits Anti-glare, 45% NTSC",Intel Arc Graphics,512 GB SSD PCIe,512,1,1920x1200,14.0,1200,1920,144,8290,3060,1.0,33999.0
Intel Core Ultra 5 125U,"40.6 cm (16"") diagonal, WUXGA (1920 x 1200), IPS, anti-glare, 300 nits, 45% NTSC",Intel Graphics,512 GB PCIe® NVMe™ SSD,512,8,1920 x 1200,40.6,1200,1920,144,8290,3060,1.0,30499.0
Intel Core i7-1355U,"15.6"" diagonal, FHD, IPS, narrow bezel, anti-glare, 250 nits, 45% NTSC",Intel Iris Xe Graphics,512 GB PCIe® NVMe™ SSD,512,8,1920 x 1080,15.6,1080,1920,144,1355,3060,1.0,33333.0
Intel Core i5-1335U,"15.6"" diagonal, FHD, touch, IPS, narrow bezel, 250 nits, 45% NTSC",Nvidia GeForce RTX 2050 4GB,512 GB PCIe® NVMe™ SSD,512,16,1920 x 1080,15.6,1080,1920,144,1335,2050,1.0,33333.0
Intel Core i5-1334U,"15.6"" diagonal, FHD, IPS, narrow bezel, anti-glare, 250 nits, 45% NTSC",Intel Iris Xe Graphics,512 GB PCIe® NVMe™ SSD,512,8,1920 x 1080,15.6,1080,1920,144,1334,3060,1.0,27777.0
Intel® Core™ Ultra 7 155H,"16"" diagonal, WUXGA (1920 x 1200), IPS, anti-glare, 300 nits, 45% NTSC",NVIDIA® GeForce RTX™ 2050 4GB,512GB PCIe® NVMe™ SSD,512,16,1920 x 1200,16.0,1200,1920,144,8290,2050,1.0,46666.0
Intel Core i7-1355U,"15.6"", FHD, 60Hz, IP S, Non-Touch, AG, 250 nit, 45% NTSC, FHD+IR Cam, 4G",Integrated Intel Iris Xe or UHD graphics,"512 GB, M.2 2230, TLC, Gen 4 P CIe NVMe, SSD",512,16,1920x1080,15.6,1080,1920,60,1355,3060,2.0,48888.0
Intel® Core Ultra 7 155U,"14"" WUXGA IPS 400nits Anti-glare, 100% sRGB, 60Hz, Low Power, Touch",Integrated Intel Graphics,512GB SSD M.2 2280 PCIe® 4.0x4 Performance NVMe® Opal 2.0,512,32,1920x1200,14.0,1200,1920,60,8290,3060,1.0,105000.0
Intel Core Ultra 7 255H,"14"" Inch 16:10 FHD+, 144hz 100%sRGB",Intel Arc Graphics,1TB NVMe PCIe SSD Gen4x4,512,32,1920 x 1200,14.0,1200,1920,144,8290,3060,1.0,56800.0
Intel Core i5-1335U,"39.6 cm (15.6"") diagonal, FHD (1920 x 1080), IPS, narrow bezel, anti-glare, 250 nits, 45% NTSC",Nvidia GeForce RTX 2050 4GB,1 TB PCIe® Gen4 NVMe™ TLC M.2 SSD,512,16,1920 x 1080,39.6,1080,1920,144,1335,2050,1.0,33999.0
Intel® Core™ i5-1335U,"16"" WUXGA IPS 300nits Anti-glare, 45% NTSC",Intel® Iris® Xe Graphics,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,512,1,1920x1200,16.0,1200,1920,144,1335,3060,1.0,23499.0
Intel Core I5-1135G7,13.3''Inch WUXGA,Intel® Iris® Xe Graphics,512GB SSD,512,8,1920x1200,13.3,1200,1920,144,1135,3060,2.0,33333.0
Intel Core I7-1355U,"14.0"" FHD (1920x1080), IPS-Level",Intel Iris Xe graphics,512GB M.2 SSD NVMe PCIe Gen4,512,8,1920x1080,14.0,1080,1920,60,1355,3060,1.0,31249.0
Intel Core I7-1355U,"14.0"" FHD (1920x1080), IPS-Level",Intel Iris Xe graphics,512GB M.2 SSD NVMe PCIe Gen4,512,8,1920x1080,14.0,1080,1920,60,1355,3060,1.0,24999.0
Intel Core i5-1335U,"14.0"" FHD Non-Touc h, AG, IPS, 250 nits, FHD IR C am, WLAN",Intel Integrated Iris Xe UHD,"512GB, M.2 2230, QLC PCIe Gen 4 NVMe",512,8,1920x1080,14.0,1080,1920,144,1335,3060,2.0,30999.0
Intel Core Ultra 5,"15.6"", FHD, 60Hz, IP S, Non-Touch, AG, 250 nit, 45% NTSC, FHD Cam, 4G",Integrated Intel graphics,"512 GB, M.2 2230, TLC, Gen 4 P CIe NVMe, SSD",512,8,1920x1080,15.6,1080,1920,60,8290,3060,2.0,38999.0
Intel Core Ultra 5,"14.0"", FHD, 60Hz, IP S, Non-Touch, AG, 250 nit, 45% NTSC, FHD+IR Cam, 4G",Integrated Intel graphics,"512 GB, M.2 2230, TLC, Gen 4 P CIe NVMe, SSD",512,8,1920x1080,14.0,1080,1920,144,8290,3060,2.0,38999.0
Intel® Core™ Ultra 5 125U,"14"" WUXGA IPS 300nits Anti-glare, 45% NTSC, 60Hz",Integrated Intel® Graphics,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,512,8,1920x1200,14.0,1200,1920,60,8290,3060,1.0,30999.0
Intel® Core™ Ultra 7 155H,"14"" WUXGA IPS 300nits Anti-glare, 45% NTSC, 60Hz",Integrated Intel® Arc™ Graphics,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,512,8,1920x1200,14.0,1200,1920,60,8290,3060,1.0,36999.0
Intel Core Ultra 7 155U,"13.3"" WUXGA IPS 300nits Anti-glare, 100% sRGB, Touch",Integrated Intel® Graphics,1TB SSD M.2 2280 PCIe® 4.0x4 NVMe® Opal 2.0v,2280,32,1920 x 1200,13.3,1200,1920,144,8290,3060,1.0,119000.0
Intel Core i7-1355U,"13.3"" WUXGA (1920x1200) IPS 300nits Anti-glare, 100% sRGB",Intel Iris Xe Graphics,1TB SSD M.2 2280 PCIe® 4.0x4 NVMe® Opal 2.0,2280,16,1920 x 1200,13.3,1200,1920,144,1355,3060,1.0,78000.0
Intel Core Ultra 7 155U,"14"" WUXGA (1920x1200) IPS 400nits Anti-glare, 45% NTSC, DBEF5",Integrated Intel® Graphics,1TB SSD M.2 2280 PCIe® 4.0x4 NVMe® Opal 2.0,2280,32,1920 x 1200,14.0,1200,1920,144,8290,3060,1.0,118900.0
Intel Core Ultra 7 155U,"14"" WUXGA (1920x1200) IPS 400nits Anti-glare, 45% NTSC, 60Hz, DBEF5",Integrated Intel Graphics,1TB SSD M.2 2280 PCIe® 4.0x4 NVMe® Opal 2.0,2280,1,1920 x 1200,14.0,1200,1920,60,8290,3060,1.0,113000.0
Intel Core Ultra 7 155U,"14"" WUXGA (1920x1200) IPS 400nits Anti-glare, 45% NTSC, 60Hz, DBEF5",Integrated Intel Graphics,512GB SSD M.2 2280 PCIe® 4.0x4 NVMe® Opal 2.0,512,1,1920 x 1200,14.0,1200,1920,60,8290,3060,1.0,100300.0
Intel Core Ultra 7 155U,"13.3"" WUXGA (1920x1200) IPS 300nits Anti-reflection / Anti-smudge, 100% sRGB, Touch",Integrated Intel Graphics,512GB SSD M.2 2280 PCIe® 4.0x4 NVMe® Opal 2.0,512,16,1920 x 1200,13.3,1200,1920,144,8290,3060,1.0,92000.0
Intel Core Ultra 5 125U,"14"" WUXGA (1920x1200) IPS 400nits Anti-glare, 45% NTSC, 60Hz, DBEF5",Integrated Intel Graphics,512GB SSD M.2 2280 PCIe® 4.0x4 NVMe® Opal 2.0,512,1,1920 x 1200,14.0,1200,1920,60,8290,3060,1.0,80850.0
Intel Core i5-13420H,"16"" WUXGA (1920x1200) IPS 300nits Anti-glare, 45% NTSC",Intel UHD Graphics,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Opal 2.0,512,8,1920 x 1200,16.0,1200,1920,144,13420,3060,1.0,36999.0
Intel Core Ultra 7 155H,"14"" WUXGA (1920x1200) IPS 300nits Anti-glare, 45% NTSC",Intel Arc Graphics,1TB SSD M.2 2242 PCIe® 4.0x4 NVMe® Opal 2.0,2242,1,1920 x 1200,14.0,1200,1920,144,8290,3060,1.0,57000.0
