Processor,Display,Video graphics,Hard drive,Storage,RAM,Display Resolution,Screen size,Screen Height,Screen Width,Display Refresh Rate,CPU,GPU,Weight,Price
Intel Core i7-10875H,"15.6"" 4K OLED 60Hz, touch, 100% sRGB, 4.9 mm bezel, factory calibrated",NVIDIA GeForce RTX 3080,1TB SSD M.2 NVMe PCIe 3.0 x4,512,32,3840 x 2160,15.6,2160,3840,60,10875,3080,2.0,49999.0
AMD Ryzen 5 5600H,"15.6"" FHD IPS 250nits Anti-glare, 120Hz, 45% NTSC, DC dimmer",NVIDIA GeForce GTX 1650,"256GB SSD M.2 2242 PCIe 3.0x4 NVMe + 1TB HDD 5400rpm 2.5""",256,16,1920 x 1080,15.6,1080,1920,120,5600,1650,2.0,18399.0
Intel Core I7-10750H,"15.6"" FHD IPS 300nits Anti-glare, 165Hz, 100% sRGB, Dolby Vision, G-Sync, DC dimmer",NVIDIA GeForce RTX 3050 Ti,512GB SSD M.2 2280 PCIe 3.0x4 NVMe,512,16,1920 x 1080,15.6,1080,1920,165,10750,3050,2.0,24249.0
Intel Core i5-11300H,"15.6"" Inch diagonal, FHD, 144 Hz, 7 ms response time, IPS, micro-edge, anti-glare, 300 nits, 72% NTSC",NVIDIA® GeForce® GTX1650 4G,1TB 7200 rpm SATA HDD+256 GB PCIe® NVMe™ M.2 SSD,7200,16,1920 x 1080,15.6,1080,1920,144,11300,1650,2.0,19115.0
Intel Core i5-11300H,"15.6""Inch diagonal FHD 144 Hz, 7 ms response time, IPS, micro-edge, anti-glare, 300 nits, 72% NTSC",NVIDIA® GeForce RTX™ 3050 4GB,256 GB PCIe® NVMe™ M.2 SSD 1TB 7200 rpm SATA HDD,256,8,1920 x 1080,15.6,1080,1920,144,11300,3050,2.0,20999.0
AMD Ryzen 7 4800H,15.6 inch FHD 16:9 & 250 Nits anti-glare display sRGB: 62.5% Refresh Rate: 144Hz IPS-level screen Adaptive-Sync Optimus,DIA® GeForce RTX™ 3050 Ti 4GB,512GB M.2 NVMe™ PCIe ® 3.0 SSD,512,16,1920 x 1080,15.6,1080,1920,144,4800,3050,2.0,31870.0
Intel Core I7-11800H,"15.6-inches FHD 16:9, anti-glare display, sRGB:62.5%, Adobe:47.34%, Refresh Rate:144Hz, Value IPS-level, Adaptive-Sync, Optimus",NVIDIA® GeForce RTX™ 3050Ti 4GB,1TB M.2 NVMe™ PCIe® 3.0 SSD,512,16,1920 x 1080,15.6,1080,1920,144,11800,3050,2.0,31535.0
Intel Core I7-11370H,"15.6-inch, FHD 16:9, anti-glare display, sRGB:62.5%, Adobe:47.34%, Refresh Rate:144Hz, Value IPS-level, Adaptive-Sync, Optimus sRGB:62.5%, Adobe:47.34%",NVIDIA® GeForce RTX™ 3050 4GB,512 GB PCIe® NVMe™ M.2 SSD,512,16,1920 x 1080,15.6,1080,1920,144,11370,3050,2.0,27770.0
AMD Ryzen™ 9 5900HX,15.6-inch with 200 Nits FHD 16:9 anti-glare display sRGB: 100.00% Adobe: 75.35% Refresh Rate: 300Hz Response Time: 3ms IPS-level Optimus,NVIDIA® GeForce RTX™ 3080 16GB,1TB PCIE SSD,512,32,1920 x 1080,15.6,1080,1920,300,5900,3080,2.0,68570.0
AMD Ryzen 9 5900HX,15.6-inch with 200 Nits FHD 16:9 anti-glare display sRGB: 100.00% Adobe: 75.35% Refresh Rate: 300Hz Response Time: 3ms IPS-level Optimus,NVIDIA® GeForce RTX™ 3080 16GB,1TB PCIE SSD,512,32,1920 x 1080,15.6,1080,1920,300,5900,3080,2.0,71830.0
AMD Ryzen™ 9 5900HS,14'' inch FHD 16:9 anti-glare display sRGB: 100% Adobe: 75.35% IPS-level Pantone Validated Optimus,NVIDIA® GeForce RTX™ 3060 6GB,1TB PCIE SSD,512,16,1920 x 1080,14.0,1080,1920,144,5900,3060,1.0,58349.0
Intel Core I9-11900H,17.3-inch with 300 Nits 4K UHD 16:9 anti-glare display DCI-P3: 100% Refresh Rate: 120Hz Response Time: 3ms IPS-level Pantone Validated Optimus,NVIDIA® GeForce RTX™ 3080 16GB,2TB PCIe® 4.0 NVMe™ M.2 Performance SSD,512,32,3840 x 2160,17.3,2160,3840,120,11900,3080,2.0,93300.0
Intel Core i9-11900H,"15.6-inch, 4K UHD 16:9 aspect ratio, 0.2ms response time, 440nits, 550nits peak brightness, 100% DCI-P3 color gamut, PANTONE Validated, Glossy display, Touch screen, With stylus support",NVIDIA® GeForce® RTX™ 3080,1TB M.2 NVMe™ PCIe® 4.0 Performance SSD,512,32,3840 x 2160,15.6,2160,3840,144,11900,3080,2.0,84870.0
Intel Core i7-11370H,"15.6"" FHD IPS 250nits Anti-glare, 120Hz, 45% NTSC, DC dimmer",NVIDIA GeForce RTX 3050Ti 4GB,"256GB SSD M.2 2242 PCIe 3.0x4 NVMe + 1TB HDD 5400rpm 2.5""",256,2,1920 x 1080,15.6,1080,1920,120,11370,3050,2.0,28888.0
Intel Core I7-11800H,"15.6"" FHD IPS 300nits Anti-glare, 165Hz, 100% sRGB, Dolby Vision, G-Sync, DC dimmer",Nvidia GeForce RTX 3060,512GB SSD M.2 2280 PCIe 4.0x4 NVMe,512,16,1920 x 1080,15.6,1080,1920,165,11800,3060,2.0,33999.0
Intel Core I7-11800H,"16"" Inch WQXGA IPS 500nits Anti-glare, 165Hz, 100% sRGB, Dolby Vision, HDR 400, G-Sync, DC dimmer",Nvidia GeForce RTX3060 6GB,1TB SSD M.2 2280 PCIe 4.0x4 NVMe,2280,16,2560 x 1600,16.0,1600,2560,165,11800,3060,2.0,37799.0
Intel Core I7-12700H,"15.6"" Inch FHD 120Hz 250nits WVA Anti-Glare LED Backlit Narrow Border Display",Nvidia GeForce RTX 3060 6GB,512GB SSD M.2 PCIe NVMe Solid State Drive,512,16,1920 x 1080,15.6,1080,1920,120,12700,3060,2.0,51899.0
Intel Core I7-12700H,"15.6"" Inch FHD 120Hz 250nits WVA Anti-Glare LED Backlit Narrow Border Display",Nvidia GeForce RTX 3050,512GB SSD M.2 PCIe NVMe Solid State Drive,512,16,1920 x 1080,15.6,1080,1920,120,12700,3050,2.0,42999.0
Intel Core I5-10300H,"15.6"" FHD IPS, 60Hz, 250 nits",NVIDIA® GeForce® GTX 1650 Ti 4GB,512GB SSD M.2 2280 PCIe 3.0x4 NVMe,512,8,1920 x 1080,15.6,1080,1920,120,10300,1650,2.0,22999.0
Amd Ryzen 5-5600H,"15.6"" FHD IPS 300nits Anti-glare, 165Hz, 100% sRGB, DC dimmer",NVIDIA GeForce RTX 3060,512GB SSD M.2 2280 PCIe 3.0x4 NVMe,512,2,1920x1080,15.6,1080,1920,144,5600,3060,2.0,21649.0
Intel Core I7-11370H,"15.6-inch, FHD 16:9, anti-glare display, sRGB:62.5%, Adobe:47.34%, Refresh Rate:144Hz, Value IPS-level",NVIDIA® GeForce RTX™ 3050TI,512GB M.2 NVMe™ PCIe® 3.0 SSD,512,16,1920 x 1080,15.6,1080,1920,144,11370,3050,2.0,31500.0
Intel Core i7-11800H,"15.6"" FHD IPS 300nits Anti-glare, 165Hz, 100% sRGB, Dolby Vision, G-Sync, DC dimmer",NVIDIA GeForce RTX 3060 6GB,1TB SSD M.2 2280 PCIe 4.0x4 NVMe,2280,16,1920 x 1080,15.6,1080,1920,165,11800,3060,2.0,34720.0
AMD Ryzen 7 5800H,"16"" WQXGA IPS 500nits Anti-glare, 165Hz, 100% sRGB, Dolby Vision, HDR 400, Free-Sync, G-Sync, DC dimmer",NVIDIA GeForce RTX 3070,1TB SSD M.2 2280 PCIe 3.0x4 NVMe,2280,16,2560x1600,16.0,1600,2560,165,5800,3070,2.0,73249.0
Intel Core i7-11800H,"16"" WQXGA IPS 500nits Anti-glare, 165Hz, 100% sRGB, Dolby Vision, HDR 400, G-Sync, DC dimmer",NVIDIA GeForce RTX 3080 16GB,2TB SSD M.2 2280 PCIe 4.0x4 NVMe SSD 2TB,2280,32,2560x1600,16.0,1600,2560,165,11800,3080,2.0,69500.0
Intel Core I7-12700H,"15.6"" Inch, FHD (1920 x 1080) 16:9, anti-glare display, sRGB:62.5%, Adobe:47.34%, Refresh Rate:144Hz, IPS-level, Adaptive-Sync, MUX Switch + Optimus",Nvidia GeForce RTX 3050,512GB M.2 NVMe™ PCIe® 3.0 SSD,512,16,1920 x 1080,15.6,1080,1920,144,12700,3050,2.0,42300.0
Intel Core I7-11800H,"17.3"" inch, FHD 16:9, anti-glare display, sRGB:62.5%, Adobe:47.34%, Refresh Rate:144Hz, Value IPS-level, Adaptive-Sync, Optimus",Nvidia GeForce RTX 3050Ti 4GB,512GB PCIe® 3.0 NVMe™ M.2 SSD,512,16,1920 x 1080,17.3,1080,1920,144,11800,3050,2.0,33749.0
Intel Core I7-12650H,"15.6"" Inch FHD, 144Hz, IPS-Level,",Nvidia GeForce RTX 3060,1TB SSD M.2 NVMe,512,16,1920 x 1080,15.6,1080,1920,144,12650,3060,2.0,32699.0
Intel Core I7-10870H,"15.6"", FHD 1920x1080, 120Hz, Non-Touch, AG, WVA, LED-Backlit, 250 nit, Narrow Border",NVIDIA GeForce RTX 3060 6GB GDDR6,512GB SSD,512,16,"FHD 1920x1080,",15.6,1080,1920,144,10870,3060,2.0,32999.0
Amd Ryzen 9- 5900H,13.4-inch WUXGA 16:10 glossy display sRGB: 100% Adobe: 75% DCI-P3: 75% Touch Screen Refresh Rate: 120Hz IPS-level Pantone Validated Support stylus: Yes,NVIDIA® GeForce RTX™ 3050 Ti,512GB SSD,512,16,1920 x 1200,13.4,1200,1920,120,5900,3050,1.0,52000.0
Intel Core I5-11300H,"15.6"" IPS 250nits Anti-glare, 120Hz, 45% NTSC, DC dimmer",NVIDIA GeForce GTX 1650 4GB,256GB SSD,256,1,1920x1080,15.6,1080,1920,120,11300,1650,2.0,19549.0
Intel Core I9-11980HK,"15.6"" QHD , 240Hz, IPS-Level",Nvidia GeForce RTX3080 16GB,1TB SSD,512,32,2560x1440,15.6,1440,2560,240,11980,3080,2.0,69455.0
Intel Core i7-11800H,"15.6"" FHD IPS 300nits Anti-glare, 165Hz, 100% sRGB, Dolby Vision, G-Sync, DC dimmer",NVIDIA GeForce RTX 3050Ti,1TB SSD M.2 2280 PCIe 4.0x4 NVMe,2280,16,1920 x 1080,15.6,1080,1920,165,11800,3050,2.0,27699.0
Intel Core I9-11980HK,"17.3"" Inch FHD, 300Hz, close to 100%sRGB",NVIDIA GeForce RTX 3080,2TB SSD,512,32,1920 x 1080,17.3,1080,1920,300,11980,3080,2.0,75549.0
Intel CoreI7-11800H,"15.6"" Inch FHD 144 Hz, 3ms",Nvidia GeForce RTX3050 4GB,512GB SSD PCIe NVMe M.2,512,16,1920 x 1080,15.6,1080,1920,144,11800,3050,2.0,41199.0
Amd Ryzen 7-5800H,17.3-inch with 300 Nits FHD (1920 x 1080) 16:9 anti-glare display sRGB: 0.625 Adobe: 47.34% IPS-level Optimus,NVIDIA® GeForce RTX™ 3050 Ti,512 GB PCIE SSD,512,16,1920 x 1080,17.3,1080,1920,144,5800,3050,2.0,28900.0
Intel® Core™ i7-11370H,"15.6-inch, FHD (1920 x 1080) 16:9, anti-glare display, sRGB:62.5%, Adobe:47.34%, Refresh Rate:144Hz, Value IPS-level, Adaptive-Sync, Optimus",NVIDIA® GeForce RTX™ 3060,512GB M.2 NVMe™ PCIe® 3.0 SSD,512,16,1920 x 1080,15.6,1080,1920,144,11370,3060,2.0,35050.0
Amd Ryzen 9-5900HS,"13.4-inch FHD+ 16:10, WUXGA) IPS-level glossy display sRGB: 100% Adobe: 75% DCI-P3: 75% Touch Screen Refresh Rate: 120Hz Pantone Validated Support stylus: Yes Optimus",NVIDIA GeForce RTX 3050,1TB PCIe® 3.0 NVMe™ M.2 SSD,512,32,1920 x 1200,13.4,1200,1920,144,5900,3050,1.0,40999.0
AMD Ryzen 9-5900HS,"14"" FHD",Nvidia GeForce RTX 3060,1TB PCIE SSD,512,16,1920 x 1080,14.0,1080,1920,144,5900,3060,2.0,61999.0
Intel Core I9-11900H,16-inch 2K (2560 x 1600) 16:10 anti-glare display DCI-P3: 100% Refresh Rate: 165Hz Response Time: 3ms IPS-level Adaptive-Sync Pantone Validated Optimus,NVIDIA® GeForce RTX™ 3060,1TB M.2 NVMe™ PCIe® 3.0 SSD,512,16,2560 x 1600,16.0,1600,2560,165,11900,3060,1.0,51949.0
Amd Ryzen 9-5900HS,"15.6"" Inch FHD",Nvidia GeForce RTX 3080,1TB PCIE SSD,512,16,1920 x 1080,15.6,1080,1920,165,5900,3080,1.0,64200.0
Intel Core i9-11900H,"15.6"" OLED UHD 60 Hz, 100% DCI-P3, 1 ms, HDR, Touch, Glossy,",NVIDIA® GeForce RTX™3080 16 GB,1 TB SSD (M.2 NVMe PCIe 4.0 x4) + Open M.2 PCIe 4.0 x4 Slot for easy expansion,512,32,3840 x 2160,15.6,2160,3840,60,11900,3080,2.0,64422.0
Intel core I7-11800H,"15.6"" FHD  IPS 300nits Anti-glare, 165Hz, 100% sRGB, Dolby Vision, G-Sync, DC dimmer",Nvidia GeForce RTX 3050 Ti 4GB,512GB SSD M.2 2280,512,2,1920x1080,15.6,1080,1920,165,11800,3050,2.0,30199.0
AMD Ryzen 7 4800H,"15.6"" FHD IPS 250nits Anti-glare, 120Hz",NVIDIA GeForce GTX 1650,"256GB SSD M.2 2242 PCIe 3.0x4 NVMe + 1TB HDD 5400rpm 2.5""",256,16,1920x1080,15.6,1080,1920,120,4800,1650,2.0,19149.0
Intel Core I7-11800H,"15.6"" FHD 240Hz, IPS-Level",Nvidia GeForce RTX 3080 8GB,1TB SSD,512,16,1920 x 1080,15.6,1080,1920,240,11800,3080,2.0,45249.0
Intel Core I7-11800H,15.6,Nvidia GeForce RTX 3070 8GB,1TB SSD,512,16,1920 x 1080,15.6,1080,1920,144,11800,3070,2.0,65999.0
Intel Core I9-12900H,"15.6"" Inch FHD, 360Hz, IPS-Level, Anti glare,",Nvidia GeForce RTX 3070Ti 8GB,"1TB SSD, 2x M.2 SSD slot (NVMe PCIe Gen4)",512,32,1920 x 1080,15.6,1080,1920,360,12900,3070,2.0,98000.0
Intel core I9-11900H,"15.6"" FHD  360Hz, IPS-Level",Nvidia GeForce RTX 3080 8GB,1TB SSD,512,32,1920 x 1080,15.6,1080,1920,360,11900,3080,2.0,64899.0
Intel Core I7-11800H,"15.6"" FHD 300Hz, close to 100%sRGB",Nvidia GeForce RTX 3070 Max-Q 8GB,1TB SSD,512,8,1920 x 1080,15.6,1080,1920,300,11800,3070,2.0,54499.0
Intel Core I7 11800H,"15.6"" FHD, 144Hz 72%NTSC IPS-Level, close to 100%sRGB",Nvidia GeForce RTX 3070 8GB,1TB SSD,512,8,1920 x 1080,15.6,1080,1920,144,11800,3070,2.0,48365.0
Intel Core I9-11980HK,"17.3"" Inch FHD, 300Hz, close to 100%sRGB",NVIDIA GeForce RTX 3080,2TB SSD,512,64,1920 x 1080,17.3,1080,1920,300,11980,3080,2.0,82699.0
Intel Core I5-11400H,"16.1"" Inch FHD, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",Nvidia GeForce RTX 3050 4GB,"256GB SSD, PCIe® NVMe™ TLC M.2",256,8,1920 x 1080,16.1,1080,1920,144,11400,3050,2.0,21000.0
Amd Ryzen 7-5800H,"15.6"" Inch FHD, OLED 16:9 aspect ratio, 0.2ms response time, 600nits peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, PANTONE Validated, Glossy display, 70% less harmful blue light, SGS",NVIDIA® GeForce® RTX™ 3050,"512GB SSD, M.2 NVMe™ PCIe® 3.0",512,16,FHD 1920 x 1080,15.6,1080,1920,144,5800,3050,1.0,48999.0
Amd Ryzen 9-5900HS,"13.4:"" Inch WUXGA, glossy display sRGB: 116% Adobe: 86% DCI-P3: 85% Touch Screen IPS-level Pantone Validated Optimus",Nvidia GeForce RTX 3050,1TB M.2 2230 NVMe™ PCIe® 3.0 SSD,2230,16,3840 x 2400,13.4,2400,3840,120,5900,3050,1.0,45200.0
AMD Ryzen™ 7-5800H,"15.6"" Inch FHD, IPS 250nits Anti-glare, 120Hz, 45% NTSC, DC dimmer",NVIDIA GeForce RTX 3050,512GB M.2 NVMe™ PCIe® 3.0 SSD,512,1,1920 x 1080,15.6,1080,1920,120,5800,3050,2.0,27999.0
Intel Core I7-11800H,"15.6"" Inch FHD",Nvidia GeForce RTX 3060 6GB,"512GB SSD, M.2 NVMe™ PCIe® 3.0",512,8,1920 x 1080,15.6,1080,1920,144,11800,3060,2.0,35050.0
Amd Ryzen 9-5900HX,17.3-inch with 300 Nits WQHD (2560 x 1440) 16:9 anti-glare display DCI-P3: 100.00% Refresh Rate: 165Hz Response Time: 3ms IPS-level Optimus,Nvidia GeForce RTX 3070,"1TB SSD, M.2 NVMe™ PCIe® 3.0",512,32,WQHD (2560 x 1440),17.3,1440,2560,165,5900,3070,2.0,52000.0
Amd Ryzen 9-5900HX,"15.6"" Inch FHD, 200 Nits, anti-glare display sRGB: 62.5% Adobe: 47.34% IPS-level Optimus",Nvidia GeForce RTX 3070,1TB PCIE SSD,512,16,1920 x 1080,15.6,1080,1920,300,5900,3070,2.0,48649.0
Intel Core I7-11370H,"15.6"" Inch FHD,",Nvidia GeForce RTX 3060 6GB,"1TB SSD, M.2 NVMe™ PCIe® 3.0",512,16,1920 x 1080,15.6,1080,1920,144,11370,3060,2.0,36999.0
Intel® Core™ i7-11800H,"15.6"" Inch FHD, 16:9, 60Hz",NVIDIA® GeForce RTX™ 3050 Ti Laptop GPU,512GB M.2 NVMe™ PCIe® 3.0 SSD,512,16,1920 x 1080,15.6,1080,1920,60,11800,3050,2.0,32450.0
Intel® Core™ i9-11900H,"17.3"" Inch, WQHD 16:9, 165Hz",NVIDIA® GeForce RTX™ 3080 16GB,2TB M.2 NVMe™ PCIe® 4.0 SSD,512,32,2560 x 1440,17.3,1440,2560,165,11900,3080,2.0,95800.0
Intel® Core™ i7-11800H,"15.6"" Inch FHD, 144Hz, IPS-Level",NVIDIA® GeForce RTX™ 3060,1 TB SSD,512,16,1920 x 1080,15.6,1080,1920,144,11800,3060,2.0,31949.0
Intel Core I7-11800H,"15.6"" Inch FHD",Nvidia GeForce RTX 3060,512GB SSD,512,8,1920 x 1080,15.6,1080,1920,144,11800,3060,2.0,27999.0
AMD Ryzen 9-5900HX,15.6-inch with 200 Nits WQHD (2560 x 1440) 16:9 anti-glare display DCI-P3: 100.00% Refresh Rate: 165Hz Response Time: 3ms IPS-level,NVIDIA GeForce RTX™ 3080,1TB PCIE SSD,512,32,200 Nits WQHD (2560 x 1440) 16:9,15.6,2560,200,165,5900,3080,2.0,72280.0
Intel® Core™ i5-11260H,17.3-Inch FHD 144Hz,NVIDIA® GeForce RTX™ 3050,512GB M.2 NVMe™ PCIe® 3.0 SSD,512,8,1920 x 1080,17.3,1080,1920,144,11260,3050,2.0,24100.0
Intel Core i7-11800H,"15.6-inch, FHD (1920 x 1080) 16:9, anti-glare display, sRGB:100.00%, Adobe:75.35%, Refresh Rate:240Hz, IPS-level, Optimus sRGB:62.5%, Adobe:47.34%, DCI-P3:N/A",NVIDIA® GeForce RTX™ 3060,1TB SSD,512,16,1920 x 1080,15.6,1080,1920,144,11800,3060,2.0,36550.0
Intel® Core™ i9-11900H,"15.6-inch, FHD (1920 x 1080) 16:9, anti-glare display, sRGB:62.5%, Adobe:47.34%, Refresh Rate:144Hz, Value IPS-level, Optimus",NVIDIA® GeForce RTX™ 3070,1TB M.2 NVMe™ PCIe® 3.0 SSD,512,32,FHD (1920 x 1080),15.6,1080,1920,165,11900,3070,2.0,99000.0
Intel Core i9-11980HK,"15.6"" UHD, Anti-Glare Wide View Angle 4K Thin Bezel, Adobe 100%",Nvidia GeForce RTX 3080,2TB Nvme SSD,512,32,3840 x 2160,15.6,2160,3840,144,11980,3080,2.0,105000.0
Amd Ryzen 9 5900Hs,"15.6-inch, FHD (1920 x 1080) 16:9, anti-glare display, sRGB:62.5%, Adobe:47.34%, Refresh Rate:144Hz, Value IPS-level, Optimus",NVIDIA® GeForce RTX™ 3080,1TB M.2 NVMe™ PCIe® 3.0 SSD,512,16,FHD (2560 x 1440),15.6,1440,2560,165,5900,3080,2.0,100000.0
Intel® Core™ I7-11370H,"15.6-inch, FHD (1920 x 1080) 16:9, anti-glare display, sRGB:62.5%, Adobe:47.34%, Refresh Rate:144Hz, Value IPS-level, Optimus",NVIDIA® GeForce RTX™ 3060 Laptop GPU,512GB M.2 NVMe™ PCIe® 3.0 SSD,512,8,FHD (1920 x 1080),15.6,1080,1920,144,11370,3060,2.0,48000.0
Intel® Core™ i5-11300H,15.6-inch,NVIDIA® GeForce RTX™ 3050 Laptop GPU,512GB M.2 NVMe™ PCIe® 3.0 SSD,512,8,FHD (1920 x 1080) 16:9,15.6,1080,1920,144,11300,3050,2.0,38000.0
Intel® Core™ I7-11370H,"Memory 8GB DDR4 on board, Max Capacity : 32GB  Storage 512GB M.2 NVMe™ PCIe® 3.0 SSD  I/O Ports 1x 3.5mm Combo Audio Jack 1x HDMI 2.0b 3x USB 3.2 Gen 1 Type-A 1x RJ45 LAN port 1x Thunderbolt™ 4 support DisplayPort™ / power delivery  Keyboard and Touchpad",NVIDIA® GeForce RTX™ 3050,512GB M.2 NVMe™ PCIe® 3.0 SSD,512,8,1920 x 1080,32.0,1080,1920,144,11370,3050,2.0,42000.0
AMD Ryzen™ 7-4800H,"15.6-inch, FHD (1920 x 1080) 16:9, anti-glare display, sRGB:62.5%, Adobe:47.34%, DCI-P3:Refresh Rate:144Hz, Value IPS-level",NVIDIA® GeForce RTX™ 3050,512GB M.2 NVMe™ PCIe® 3.0 SSD,512,16,FHD (1920 x 1080),15.6,1080,1920,144,4800,3050,2.0,40000.0
AMD RYZEN 7 5800H,15.6 inch FHD 120Hz 250 nits WVA Anti- Glare LED Backlit Narrow Border Display,NVIDIA® GeForce RTX™ 3050 Ti 4GB GDDR6,512GB M.2 PCIe NVMe Solid State Drive,512,8,1920 X 1080,15.6,1080,1920,120,5800,3050,2.0,40500.0
Intel® Core™ i7-10750H,"15.6"" FHD IPS 250nits Anti-glare, 120Hz",NVIDIA® GeForce® GTX 1650TI,512GB,512,16,1920 X 1080,15.6,1080,1920,120,10750,1650,2.0,40000.0
Intel Core i7-11800H,"15.6"" FHD","Nvidia® GeForce® RTX™ 3060, 6 GB, GDDR6","512, M.2 2280, PCIe NVMe Gen3 x4, SSD",512,16,1920 X 1080,15.6,1080,1920,120,11800,3060,2.0,48000.0
Intel® Core™ i5-11300H,"15.6"" FHD IPS 250nits Anti-glare, 45% NTSC, 120Hz",NVIDIA® GeForce® RTX 3050Ti,512GB SSD M.2 2242 PCIe® 3.0x4 NVMe,512,1,1920 X 1080,15.6,1080,1920,120,11300,3050,2.0,33000.0
Intel Core i7-11800H,"15.6-inch, FHD","Nvidia® GeForce® RTX™ 3050, 4GB, GDDR6",512GB M.2 NVMe™ PCIe® 3.0 SSD,512,16,1920 x 1080,15.6,1080,1920,120,11800,3050,2.0,45149.0
AMD Ryzen™ 7 4800H,"39.6 cm (15.6"") diagonal FHD SVA anti-glare micro-edge WLED-backlit",NVIDIA GeForce GTX 1650 Ti 4 GB,1TB HDD + 256GB SSD,256,8,1920 x 1080,39.6,1080,1920,60,4800,1650,1.0,39000.0
Intel Core I7-10875H,"15.6"" inch UHD 4k, IPS-Level 144 Hz",NVIDIA GeForce RTX 2060,1TB SSD M.2 SSD Combo slot (NVMe PCIe Gen3 / SATA),512,32,3840 x 2160,15.6,2160,3840,144,10875,2060,1.0,60000.0
Intel® Core™ i7-10750H,"15.6"" FHD IPS 250nits Anti-glare",NVIDIA GeForce GTX 1650TI 4 GB,"256GB SSD M.2 2242 PCIe 3.0x4 NVMe + 1TB HDD 5400rpm 2.5""",256,2,1920 x 1080,15.6,1080,1920,120,10750,1650,2.0,28888.0
Intel Core 7 150U,"14"", Touch, FHD+ 1920x1200, 60Hz, WVA, IPS, 250 nit, ComfortView",Intel Graphics,512GB SSD,512,2,1920 x 1200,14.0,1200,1920,60,8290,3060,1.0,40999.0
Intel® Core i7-13620H,"15.3"" WUXGA IPS 300nits Anti-glare, 45% NTSC, 60Hz",Integrated Intel® UHD Graphics,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,512,8,1920x1200,15.3,1200,1920,60,13620,3060,1.0,30999.0
Intel® Core i5-13420H,"15.3"" WUXGA IPS 300nits Anti-glare, 45% NTSC, 60Hz",Integrated Intel® UHD Graphics,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,512,8,1920x1200,15.3,1200,1920,60,13420,3060,1.0,26199.0
AMD Ryzen™ 5 8640HS,"14"" WUXGA IPS 300nits Glossy / Anti-fingerprint, 45% NTSC, 60Hz, Dolby Vision®, TÜV Low Blue Light, Glass, Touch",Integrated AMD Radeon™ 760M Graphics,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,512,8,1920x1200,14.0,1200,1920,60,8640,760,1.0,38888.0
Intel® Core i7-13620H,"14"" WUXGA OLED 400nits Glossy, 100% DCI-P3, 60Hz, TÜV Low Blue Light, Glass, Touch",Intel® UHD Graphics,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,512,16,1920x1200,14.0,1200,1920,60,13620,3060,1.0,37777.0
Intel® Core i7-13620H,"15.3"" WUXGA IPS 300nits Anti-glare, 45% NTSC, 60Hz",Intel® UHD Graphics,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,512,8,1920x1200,15.3,1200,1920,60,13620,3060,1.0,29999.0
Intel Core i5-1334U,"15.6"" FHD (1920x1080), IPS-Level",Intel UHD Graphics,512GB SSD,512,8,1920 x 1080,15.6,1080,1920,144,1334,3060,1.0,19999.0
AMD Ryzen 7 5700U,"15.6"" FHD (1920x1080) IPS 250nits Anti-glare",Integrated AMD Radeon™ Graphics,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,512,8,1920 x 1080,15.6,1080,1920,144,5700,3060,1.0,17999.0
Intel Core i5-13420H,"14"" WUXGA IPS 300nits Glossy, 45% NTSC, 60Hz, TÜV Low Blue Light, Glass, Touch",Intel UHD Graphics,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,512,16,1920x1200,14.0,1200,1920,60,13420,3060,1.0,31999.0
Intel Core i5-1235U,"15.6"" FHD (1920x1080) TN 250nits Anti-glare",Integrated Intel® Iris® Xe Graphics Functions as UHD Graphics,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,512,8,1920x1080,15.6,1080,1920,144,1235,3060,1.0,18888.0
Intel® Core™ i3-1315U,"15.6"" diagonal, FHD, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",Intel® UHD Graphics,256GB PCIe® NVMe™ M.2 SSD,256,4,1920 x 1080,15.6,1080,1920,144,1315,3060,1.0,15999.0
Intel® Core i7-13620H,"15.3"" WUXGA IPS 300nits Anti-glare, 45% NTSC, 60Hz",Integrated Intel® UHD Graphics,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,512,8,1920x1200,15.3,1200,1920,60,13620,3060,1.0,28888.0
AMD Ryzen 7 5700U,"15.6"" Inch FHD Aspect Ratio 16:9 45% NTSC Color Gamut",AMD Radeon Graphics,512 GB M.2 PCIe NVMe,512,8,1920 x 1080,15.6,1080,1920,60,5700,3060,1.0,16777.0
Intel Core i5-13420H,"15.3"" WUXGA (1920x1200) IPS 300nits Anti-glare, 45% NTSC",Integrated Intel UHD Graphics,512GB SSD M.2 2242 PCIe 4.0x4 NVMe,512,16,1920x1200,15.3,1200,1920,60,13420,3060,1.0,25999.0
